 train         node      observed        predicted
     y           72    9.850000E+05     6.913100E+05
     y           32    8.410000E+05     5.728587E+05
     y           32    2.540000E+05     5.728587E+05
     y           17    3.650000E+05     3.708738E+05
     y           32    4.460000E+05     5.728587E+05
     y           32    9.350000E+05     5.728587E+05
     y           17    5.170000E+05     3.708738E+05
     y           37    4.140000E+05     4.740929E+05
     y           53    1.549000E+06     1.152055E+06
     y           73    5.200000E+05     5.120566E+05
     y           17    3.330000E+05     3.708738E+05
     y           32    6.610000E+05     5.728587E+05
     y           17    3.290000E+05     3.708738E+05
     y           32    4.960000E+05     5.728587E+05
     y           17    3.780000E+05     3.708738E+05
     y           19    8.720000E+05     7.060558E+05
     y           37    4.970000E+05     4.740929E+05
     y           48    6.170000E+05     7.757435E+05
     y           17    6.810000E+05     3.708738E+05
     y           19    8.340000E+05     7.060558E+05
     y           72    6.500000E+05     6.913100E+05
     y           73    8.800000E+05     5.120566E+05
     y           48    5.970000E+05     7.757435E+05
     y           17    2.440000E+05     3.708738E+05
     y           17    2.890000E+05     3.708738E+05
     y           17    4.260000E+05     3.708738E+05
     y           48    1.001000E+06     7.757435E+05
     y            7    6.380000E+05     9.370035E+05
     y           17    4.160000E+05     3.708738E+05
     y           53    7.950000E+05     1.152055E+06
     y           32    4.290000E+05     5.728587E+05
     y           72    5.150000E+05     6.913100E+05
     y           32    2.900000E+05     5.728587E+05
     y           37    5.070000E+05     4.740929E+05
     y           73    4.900000E+05     5.120566E+05
     y           32    4.880000E+05     5.728587E+05
     y           37    5.690000E+05     4.740929E+05
     y           17    4.050000E+05     3.708738E+05
     y           73    4.200000E+05     5.120566E+05
     y           17    4.730000E+05     3.708738E+05
     y           32    4.580000E+05     5.728587E+05
     y           17    5.650000E+05     3.708738E+05
     y           25    1.185000E+06     6.117883E+05
     y           53    8.410000E+05     1.152055E+06
     y           37    3.450000E+05     4.740929E+05
     y           73    4.350000E+05     5.120566E+05
     y           32    6.770000E+05     5.728587E+05
     y           37    5.050000E+05     4.740929E+05
     y           32    3.500000E+05     5.728587E+05
     y           33    6.900000E+05     3.990938E+05
     y           37    5.700000E+05     4.740929E+05
     y           17    5.200000E+05     3.708738E+05
     y           32    6.170000E+05     5.728587E+05
     y           32    9.990000E+05     5.728587E+05
     y           48    6.890000E+05     7.757435E+05
     y           19    1.007000E+06     7.060558E+05
     y           48    9.280000E+05     7.757435E+05
     y           17    3.510000E+05     3.708738E+05
     y           37    6.090000E+05     4.740929E+05
     y           32    8.200000E+05     5.728587E+05
     y           17    3.530000E+05     3.708738E+05
     y           17    4.320000E+05     3.708738E+05
     y           32    1.050000E+06     5.728587E+05
     y           32    3.790000E+05     5.728587E+05
     y           48    4.450000E+05     7.757435E+05
     y           19    8.630000E+05     7.060558E+05
     y           17    3.320000E+05     3.708738E+05
     y           17    2.360760E+05     3.708738E+05
     y           48    7.210000E+05     7.757435E+05
     y           17    3.130000E+05     3.708738E+05
     y           48    6.120000E+05     7.757435E+05
     y           48    6.150000E+05     7.757435E+05
     y           17    4.720000E+05     3.708738E+05
     y           17    4.570000E+05     3.708738E+05
     y           48    5.390000E+05     7.757435E+05
     y           37    7.650000E+05     4.740929E+05
     y           17    3.580000E+05     3.708738E+05
     y           17    4.210000E+05     3.708738E+05
     y           17    3.610000E+05     3.708738E+05
     y           73    7.820000E+05     5.120566E+05
     y           19    9.520000E+05     7.060558E+05
     y           17    4.060000E+05     3.708738E+05
     y           32    3.560000E+05     5.728587E+05
     y           17    7.020000E+05     3.708738E+05
     y           73    3.740000E+05     5.120566E+05
     y           72    1.526000E+06     6.913100E+05
     y           72    5.500000E+05     6.913100E+05
     y           17    2.830000E+05     3.708738E+05
     y           32    8.100000E+05     5.728587E+05
     y           53    1.000000E+06     1.152055E+06
     y           48    5.480000E+05     7.757435E+05
     y           17    2.670000E+05     3.708738E+05
     y           17    2.570000E+05     3.708738E+05
     y           73    4.420000E+05     5.120566E+05
     y           17    2.370000E+05     3.708738E+05
     y           73    5.610000E+05     5.120566E+05
     y           32    5.110000E+05     5.728587E+05
     y           53    1.549000E+06     1.152055E+06
     y           17    2.780000E+05     3.708738E+05
     y           17    2.500000E+05     3.708738E+05
     y           73    6.630000E+05     5.120566E+05
     y           17    5.080000E+05     3.708738E+05
     y           32    6.400000E+05     5.728587E+05
     y           17    4.490000E+05     3.708738E+05
     y           32    8.320000E+05     5.728587E+05
     y           72    4.500000E+05     6.913100E+05
     y           32    7.900000E+05     5.728587E+05
     y           32    5.710000E+05     5.728587E+05
     y           73    5.760000E+05     5.120566E+05
     y           33    3.750000E+05     3.990938E+05
     y           73    6.300000E+05     5.120566E+05
     y           17    3.700000E+05     3.708738E+05
     y           73    7.000000E+05     5.120566E+05
     y           19    1.032000E+06     7.060558E+05
     y           73    4.620000E+05     5.120566E+05
     y           37    3.830000E+05     4.740929E+05
     y            7    9.850000E+05     9.370035E+05
     y           32    6.500000E+05     5.728587E+05
     y           73    4.320000E+05     5.120566E+05
     y           32    4.720000E+05     5.728587E+05
     y           19    7.490000E+05     7.060558E+05
     y           32    4.770000E+05     5.728587E+05
     y           32    7.770000E+05     5.728587E+05
     y           53    1.549000E+06     1.152055E+06
     y           32    8.190000E+05     5.728587E+05
     y           37    5.560000E+05     4.740929E+05
     y           32    6.360000E+05     5.728587E+05
     y           73    6.130000E+05     5.120566E+05
     y           32    7.250000E+05     5.728587E+05
     y           73    3.690000E+05     5.120566E+05
     y           17    5.190000E+05     3.708738E+05
     y           32    7.260000E+05     5.728587E+05
     y           17    5.400000E+05     3.708738E+05
     y           17    3.150000E+05     3.708738E+05
     y           17    5.030000E+05     3.708738E+05
     y           37    5.150000E+05     4.740929E+05
     y           19    6.680000E+05     7.060558E+05
     y           17    4.700000E+05     3.708738E+05
     y           17    5.530000E+05     3.708738E+05
     y           17    3.430000E+05     3.708738E+05
     y           32    2.950000E+05     5.728587E+05
     y           73    3.850000E+05     5.120566E+05
     y           32    5.200000E+05     5.728587E+05
     y           17    3.620000E+05     3.708738E+05
     y           33    5.100000E+05     3.990938E+05
     y           17    3.900000E+05     3.708738E+05
     y           17    3.800000E+05     3.708738E+05
     y           73    5.300000E+05     5.120566E+05
     y           73    5.660000E+05     5.120566E+05
     y           73    4.930000E+05     5.120566E+05
     y           73    3.280000E+05     5.120566E+05
     y           17    3.360000E+05     3.708738E+05
     y           17    2.530000E+05     3.708738E+05
     y           17    4.170000E+05     3.708738E+05
     y           17    3.900000E+05     3.708738E+05
     y           19    4.050000E+05     7.060558E+05
     y           32    6.030000E+05     5.728587E+05
     y           72    6.030000E+05     6.913100E+05
     y           37    4.090000E+05     4.740929E+05
     y           25    8.650000E+05     6.117883E+05
     y           32    2.850000E+05     5.728587E+05
     y           37    5.400000E+05     4.740929E+05
     y           73    8.000000E+05     5.120566E+05
     y           32    5.690000E+05     5.728587E+05
     y           48    7.670000E+05     7.757435E+05
     y           32    4.260000E+05     5.728587E+05
     y           72    6.000000E+05     6.913100E+05
     y           32    4.590000E+05     5.728587E+05
     y           72    8.580000E+05     6.913100E+05
     y           17    2.910000E+05     3.708738E+05
     y           17    3.020000E+05     3.708738E+05
     y           37    3.540000E+05     4.740929E+05
     y           37    6.320000E+05     4.740929E+05
     y           17    2.480000E+05     3.708738E+05
     y           32    3.720000E+05     5.728587E+05
     y           48    6.690000E+05     7.757435E+05
     y           37    6.370000E+05     4.740929E+05
     y           73    5.310000E+05     5.120566E+05
     y           32    4.900000E+05     5.728587E+05
     y           17    5.100000E+05     3.708738E+05
     y           17    3.700000E+05     3.708738E+05
     y           32    9.610000E+05     5.728587E+05
     y           17    4.350000E+05     3.708738E+05
     y           19    4.040000E+05     7.060558E+05
     y           17    4.480000E+05     3.708738E+05
     y           53    1.549000E+06     1.152055E+06
     y           17    3.990000E+05     3.708738E+05
     y           17    5.120000E+05     3.708738E+05
     y           19    3.720000E+05     7.060558E+05
     y           73    4.770000E+05     5.120566E+05
     y           37    5.950000E+05     4.740929E+05
     y           33    3.300000E+05     3.990938E+05
     y           17    2.910000E+05     3.708738E+05
     y           32    5.980000E+05     5.728587E+05
     y           32    5.720000E+05     5.728587E+05
     y           32    7.280000E+05     5.728587E+05
     y           17    2.730000E+05     3.708738E+05
     y           17    2.800000E+05     3.708738E+05
     y           17    3.220000E+05     3.708738E+05
     y           17    5.390000E+05     3.708738E+05
     y           37    5.100000E+05     4.740929E+05
     y           32    5.380000E+05     5.728587E+05
     y           17    5.230000E+05     3.708738E+05
     y           17    2.830000E+05     3.708738E+05
     y           17    2.360760E+05     3.708738E+05
     y           48    6.600000E+05     7.757435E+05
     y           37    5.710000E+05     4.740929E+05
     y           32    6.800000E+05     5.728587E+05
     y           73    6.400000E+05     5.120566E+05
     y           17    3.630000E+05     3.708738E+05
     y           32    6.260000E+05     5.728587E+05
     y           32    6.500000E+05     5.728587E+05
     y           32    1.311000E+06     5.728587E+05
     y           17    3.200000E+05     3.708738E+05
     y           32    4.210000E+05     5.728587E+05
     y           48    9.050000E+05     7.757435E+05
     y           17    3.760000E+05     3.708738E+05
     y           32    7.800000E+05     5.728587E+05
     y           73    5.300000E+05     5.120566E+05
     y           17    5.020000E+05     3.708738E+05
     y           17    2.790000E+05     3.708738E+05
     y           17    3.430000E+05     3.708738E+05
     y           25    6.250000E+05     6.117883E+05
     y           73    5.250000E+05     5.120566E+05
     y           17    2.570000E+05     3.708738E+05
     y           37    4.760000E+05     4.740929E+05
     y           17    2.520000E+05     3.708738E+05
     y           73    6.460000E+05     5.120566E+05
     y           17    3.970000E+05     3.708738E+05
     y           25    5.200000E+05     6.117883E+05
     y           32    5.640000E+05     5.728587E+05
     y           73    3.900000E+05     5.120566E+05
     y           48    7.670000E+05     7.757435E+05
     y           17    3.350000E+05     3.708738E+05
     y           73    4.120000E+05     5.120566E+05
     y           17    7.370000E+05     3.708738E+05
     y           17    4.850000E+05     3.708738E+05
     y           73    4.900000E+05     5.120566E+05
     y           19    4.490000E+05     7.060558E+05
     y           73    4.850000E+05     5.120566E+05
     y           37    3.240000E+05     4.740929E+05
     y           37    6.950000E+05     4.740929E+05
     y           37    3.000000E+05     4.740929E+05
     y           72    6.490000E+05     6.913100E+05
     y           37    4.050000E+05     4.740929E+05
     y           19    9.340000E+05     7.060558E+05
     y           17    2.600000E+05     3.708738E+05
     y           73    3.810000E+05     5.120566E+05
     y           17    2.530000E+05     3.708738E+05
     y           73    4.070000E+05     5.120566E+05
     y           32    6.900000E+05     5.728587E+05
     y           72    4.850000E+05     6.913100E+05
     y           72    6.000000E+05     6.913100E+05
     y           17    5.610000E+05     3.708738E+05
     y           48    6.800000E+05     7.757435E+05
     y           17    5.660000E+05     3.708738E+05
     y           32    6.420000E+05     5.728587E+05
     y           48    6.010000E+05     7.757435E+05
     y           37    4.300000E+05     4.740929E+05
     y           17    4.500000E+05     3.708738E+05
     y           17    3.730000E+05     3.708738E+05
     y           17    3.630000E+05     3.708738E+05
     y           32    4.000000E+05     5.728587E+05
     y           17    6.790000E+05     3.708738E+05
     y           17    3.590000E+05     3.708738E+05
     y           48    6.090000E+05     7.757435E+05
     y           48    5.800000E+05     7.757435E+05
     y           17    4.000000E+05     3.708738E+05
     y           17    3.850000E+05     3.708738E+05
     y           17    3.100000E+05     3.708738E+05
     y           19    4.440000E+05     7.060558E+05
     y           72    3.860000E+05     6.913100E+05
     y           33    3.630000E+05     3.990938E+05
     y           72    6.210000E+05     6.913100E+05
     y           32    3.490000E+05     5.728587E+05
     y           72    4.500000E+05     6.913100E+05
     y           37    3.860000E+05     4.740929E+05
     y            7    1.045000E+06     9.370035E+05
     y           17    2.860000E+05     3.708738E+05
     y           48    7.250000E+05     7.757435E+05
     y           73    5.590000E+05     5.120566E+05
     y           17    3.500000E+05     3.708738E+05
     y           48    1.549000E+06     7.757435E+05
     y           32    3.240000E+05     5.728587E+05
     y           17    4.030000E+05     3.708738E+05
     y           37    3.660000E+05     4.740929E+05
     y           17    2.980000E+05     3.708738E+05
     y           17    2.830000E+05     3.708738E+05
     y           17    4.580000E+05     3.708738E+05
     y           32    6.200000E+05     5.728587E+05
     y           72    7.750000E+05     6.913100E+05
     y           32    8.700000E+05     5.728587E+05
     y           73    3.720000E+05     5.120566E+05
     y           72    1.407680E+06     6.913100E+05
     y           17    4.290000E+05     3.708738E+05
     y           17    2.750000E+05     3.708738E+05
     y           48    1.549000E+06     7.757435E+05
     y           19    1.549000E+06     7.060558E+05
     y           32    2.850000E+05     5.728587E+05
     y           48    4.880000E+05     7.757435E+05
     y           17    2.600000E+05     3.708738E+05
     y           17    3.220000E+05     3.708738E+05
     y           73    6.360000E+05     5.120566E+05
     y           17    5.450000E+05     3.708738E+05
     y           53    1.500000E+06     1.152055E+06
     y           73    5.340000E+05     5.120566E+05
     y           17    4.900000E+05     3.708738E+05
     y           17    5.080000E+05     3.708738E+05
     y           73    4.610000E+05     5.120566E+05
     y           32    6.600000E+05     5.728587E+05
     y           17    4.700000E+05     3.708738E+05
     y           73    5.400000E+05     5.120566E+05
     y           17    3.400000E+05     3.708738E+05
     y           19    7.000000E+05     7.060558E+05
     y           32    5.350000E+05     5.728587E+05
     y           53    1.549000E+06     1.152055E+06
     y           37    4.890000E+05     4.740929E+05
     y           17    2.720000E+05     3.708738E+05
     y           33    2.830000E+05     3.990938E+05
     y           48    1.017000E+06     7.757435E+05
     y           37    5.740000E+05     4.740929E+05
     y           32    3.660000E+05     5.728587E+05
     y           17    3.970000E+05     3.708738E+05
     y           72    6.900000E+05     6.913100E+05
     y           17    2.490000E+05     3.708738E+05
     y           32    5.900000E+05     5.728587E+05
     y           17    3.340000E+05     3.708738E+05
     y           37    2.590000E+05     4.740929E+05
     y           17    3.200000E+05     3.708738E+05
     y           37    5.200000E+05     4.740929E+05
     y           73    3.950000E+05     5.120566E+05
     y           48    7.850000E+05     7.757435E+05
     y           37    5.310000E+05     4.740929E+05
     y           37    2.630000E+05     4.740929E+05
     y           17    4.540000E+05     3.708738E+05
     y           19    9.440000E+05     7.060558E+05
     y           17    4.250000E+05     3.708738E+05
     y           73    4.580000E+05     5.120566E+05
     y           73    4.980000E+05     5.120566E+05
     y           72    4.770000E+05     6.913100E+05
     y           48    1.549000E+06     7.757435E+05
     y           19    7.080000E+05     7.060558E+05
     y           17    2.510000E+05     3.708738E+05
     y           73    4.900000E+05     5.120566E+05
     y           73    4.650000E+05     5.120566E+05
     y           73    4.740000E+05     5.120566E+05
     y           17    4.480000E+05     3.708738E+05
     y           32    3.350000E+05     5.728587E+05
     y           19    2.360760E+05     7.060558E+05
     y           73    5.200000E+05     5.120566E+05
     y           32    6.650000E+05     5.728587E+05
     y           73    4.070000E+05     5.120566E+05
     y           17    3.700000E+05     3.708738E+05
     y           19    7.650000E+05     7.060558E+05
     y           17    2.930000E+05     3.708738E+05
     y           72    6.990000E+05     6.913100E+05
     y           32    7.320000E+05     5.728587E+05
     y           73    6.250000E+05     5.120566E+05
     y           19    6.350000E+05     7.060558E+05
     y           73    1.200000E+06     5.120566E+05
     y           73    8.350000E+05     5.120566E+05
     y           32    5.300000E+05     5.728587E+05
     y           37    5.210000E+05     4.740929E+05
     y           32    1.000000E+06     5.728587E+05
     y           53    1.000000E+06     1.152055E+06
     y           17    4.260000E+05     3.708738E+05
     y           37    5.670000E+05     4.740929E+05
     y           17    3.250000E+05     3.708738E+05
     y           48    5.340000E+05     7.757435E+05
     y           72    4.600000E+05     6.913100E+05
     y           73    4.230000E+05     5.120566E+05
     y           32    3.160000E+05     5.728587E+05
     y           32    6.900000E+05     5.728587E+05
     y           37    3.470000E+05     4.740929E+05
     y           17    2.690000E+05     3.708738E+05
     y           72    4.140000E+05     6.913100E+05
     y           17    2.810000E+05     3.708738E+05
     y           17    3.300000E+05     3.708738E+05
     y           72    5.720000E+05     6.913100E+05
     y           17    4.150000E+05     3.708738E+05
     y           32    3.950000E+05     5.728587E+05
     y           37    3.190000E+05     4.740929E+05
     y           17    6.330000E+05     3.708738E+05
     y           17    5.810000E+05     3.708738E+05
     y           32    5.420000E+05     5.728587E+05
     y           19    5.400000E+05     7.060558E+05
     y           19    8.990000E+05     7.060558E+05
     y           37    3.400000E+05     4.740929E+05
     y           17    4.630000E+05     3.708738E+05
     y           19    1.318000E+06     7.060558E+05
     y           17    2.860000E+05     3.708738E+05
     y           17    5.390000E+05     3.708738E+05
     y           33    3.750000E+05     3.990938E+05
     y           73    4.550000E+05     5.120566E+05
     y           48    8.940000E+05     7.757435E+05
     y           33    3.530000E+05     3.990938E+05
     y           17    7.250000E+05     3.708738E+05
     y           19    6.250000E+05     7.060558E+05
     y            7    1.135000E+06     9.370035E+05
     y           17    3.780000E+05     3.708738E+05
     y           32    2.360760E+05     5.728587E+05
     y           17    2.360760E+05     3.708738E+05
     y           73    5.000000E+05     5.120566E+05
     y           19    2.880000E+05     7.060558E+05
     y           32    4.600000E+05     5.728587E+05
     y           19    6.700000E+05     7.060558E+05
     y           32    8.770000E+05     5.728587E+05
     y           48    9.760000E+05     7.757435E+05
     y           32    3.500000E+05     5.728587E+05
     y           19    1.549000E+06     7.060558E+05
     y           17    5.080000E+05     3.708738E+05
     y           37    3.960000E+05     4.740929E+05
     y           17    3.990000E+05     3.708738E+05
     y           17    3.300000E+05     3.708738E+05
     y           17    3.300000E+05     3.708738E+05
     y           17    4.620000E+05     3.708738E+05
     y           17    4.910000E+05     3.708738E+05
     y           73    5.340000E+05     5.120566E+05
     y           32    4.360000E+05     5.728587E+05
     y           17    3.180000E+05     3.708738E+05
     y           17    3.600000E+05     3.708738E+05
     y           48    7.300000E+05     7.757435E+05
     y           17    2.430000E+05     3.708738E+05
     y           37    4.920000E+05     4.740929E+05
     y           32    5.950000E+05     5.728587E+05
     y           33    4.730000E+05     3.990938E+05
     y           37    5.050000E+05     4.740929E+05
     y           72    7.390000E+05     6.913100E+05
     y           32    3.550000E+05     5.728587E+05
     y           48    1.407680E+06     7.757435E+05
     y           17    3.020000E+05     3.708738E+05
     y           17    3.550000E+05     3.708738E+05
     y           48    5.280000E+05     7.757435E+05
     y           48    8.290000E+05     7.757435E+05
     y           72    1.422000E+06     6.913100E+05
     y           17    3.780000E+05     3.708738E+05
     y           72    1.102000E+06     6.913100E+05
     y           53    1.549000E+06     1.152055E+06
     y           17    2.600000E+05     3.708738E+05
     y           73    4.750000E+05     5.120566E+05
     y           17    4.040000E+05     3.708738E+05
     y           17    2.790000E+05     3.708738E+05
     y           19    6.250000E+05     7.060558E+05
     y           32    3.920000E+05     5.728587E+05
     y           17    3.650000E+05     3.708738E+05
     y           48    4.780000E+05     7.757435E+05
     y           37    7.000000E+05     4.740929E+05
     y           17    3.710000E+05     3.708738E+05
     y           48    6.580000E+05     7.757435E+05
     y           17    2.730000E+05     3.708738E+05
     y           25    6.890000E+05     6.117883E+05
     y           73    6.430000E+05     5.120566E+05
     y           17    2.540000E+05     3.708738E+05
     y           37    5.670000E+05     4.740929E+05
     y           37    3.420000E+05     4.740929E+05
     y           37    4.340000E+05     4.740929E+05
     y           19    8.670000E+05     7.060558E+05
     y           32    5.150000E+05     5.728587E+05
     y           17    3.250000E+05     3.708738E+05
     y           17    4.200000E+05     3.708738E+05
     y           72    5.390000E+05     6.913100E+05
     y           32    9.350000E+05     5.728587E+05
     y           73    4.110000E+05     5.120566E+05
     y           17    2.820000E+05     3.708738E+05
     y           32    6.300000E+05     5.728587E+05
     y           17    2.780000E+05     3.708738E+05
     y           17    2.426750E+05     3.708738E+05
     y           73    5.590000E+05     5.120566E+05
     y           73    7.920000E+05     5.120566E+05
     y           37    4.830000E+05     4.740929E+05
     y           73    4.650000E+05     5.120566E+05
     y           73    4.000000E+05     5.120566E+05
     y           17    3.360000E+05     3.708738E+05
     y           48    3.630000E+05     7.757435E+05
     y           48    9.140000E+05     7.757435E+05
     y           53    1.015000E+06     1.152055E+06
     y           72    6.520000E+05     6.913100E+05
     y           37    6.720000E+05     4.740929E+05
     y           17    2.640000E+05     3.708738E+05
     y           32    3.430000E+05     5.728587E+05
     y           48    1.549000E+06     7.757435E+05
     y           73    5.200000E+05     5.120566E+05
     y           72    7.180000E+05     6.913100E+05
     y           32    3.940000E+05     5.728587E+05
     y           17    3.830000E+05     3.708738E+05
     y           17    6.200000E+05     3.708738E+05
     y           32    3.910000E+05     5.728587E+05
     y           73    4.980000E+05     5.120566E+05
     y           48    5.510000E+05     7.757435E+05
     y           19    1.053000E+06     7.060558E+05
     y           32    3.830000E+05     5.728587E+05
     y           17    5.390000E+05     3.708738E+05
     y           17    5.150000E+05     3.708738E+05
     y           37    3.680000E+05     4.740929E+05
     y           17    4.550000E+05     3.708738E+05
     y           73    8.350000E+05     5.120566E+05
     y           17    2.600000E+05     3.708738E+05
     y           37    7.090000E+05     4.740929E+05
     y           73    4.610000E+05     5.120566E+05
     y           72    8.750000E+05     6.913100E+05
     y           73    4.500000E+05     5.120566E+05
     y           72    4.320000E+05     6.913100E+05
     y           17    5.200000E+05     3.708738E+05
     y           17    3.520000E+05     3.708738E+05
     y           73    5.440000E+05     5.120566E+05
     y           19    7.170000E+05     7.060558E+05
     y           32    9.710000E+05     5.728587E+05
     y           32    5.060000E+05     5.728587E+05
     y           17    4.500000E+05     3.708738E+05
     y            7    1.540000E+06     9.370035E+05
     y           37    5.190000E+05     4.740929E+05
     y           72    5.700000E+05     6.913100E+05
     y           32    4.510000E+05     5.728587E+05
     y           48    6.870000E+05     7.757435E+05
     y           17    3.370000E+05     3.708738E+05
     y           32    1.238000E+06     5.728587E+05
     y           37    5.740000E+05     4.740929E+05
     y           17    2.740000E+05     3.708738E+05
     y           48    5.970000E+05     7.757435E+05
     y           17    3.660000E+05     3.708738E+05
     y           32    1.255000E+06     5.728587E+05
     y           17    5.200000E+05     3.708738E+05
     y           17    5.550000E+05     3.708738E+05
     y           48    1.549000E+06     7.757435E+05
     y           17    2.730000E+05     3.708738E+05
     y           17    3.100000E+05     3.708738E+05
     y           17    4.500000E+05     3.708738E+05
     y           48    5.700000E+05     7.757435E+05
     y           37    4.900000E+05     4.740929E+05
     y           32    6.550000E+05     5.728587E+05
     y           17    4.520000E+05     3.708738E+05
     y           32    7.260000E+05     5.728587E+05
     y           72    5.300000E+05     6.913100E+05
     y           73    5.220000E+05     5.120566E+05
     y           73    6.450000E+05     5.120566E+05
     y           37    5.170000E+05     4.740929E+05
     y           48    1.200000E+06     7.757435E+05
     y           17    8.150000E+05     3.708738E+05
     y           32    9.780000E+05     5.728587E+05
     y           32    6.950000E+05     5.728587E+05
     y           17    2.940000E+05     3.708738E+05
     y           32    6.420000E+05     5.728587E+05
     y           17    2.880000E+05     3.708738E+05
     y           32    4.390000E+05     5.728587E+05
     y           19    6.620000E+05     7.060558E+05
     y           72    6.560000E+05     6.913100E+05
     y           19    7.300000E+05     7.060558E+05
     y           17    3.030000E+05     3.708738E+05
     y           17    3.740000E+05     3.708738E+05
     y           32    4.800000E+05     5.728587E+05
     y           33    7.200000E+05     3.990938E+05
     y           37    5.260000E+05     4.740929E+05
     y           17    2.560000E+05     3.708738E+05
     y           17    4.910000E+05     3.708738E+05
     y           17    3.500000E+05     3.708738E+05
     y            7    1.223000E+06     9.370035E+05
     y           25    7.300000E+05     6.117883E+05
     y           17    3.810000E+05     3.708738E+05
     y           48    6.200000E+05     7.757435E+05
     y           37    4.780000E+05     4.740929E+05
     y           17    2.800000E+05     3.708738E+05
     y           72    1.093000E+06     6.913100E+05
     y           19    9.300000E+05     7.060558E+05
     y           48    4.900000E+05     7.757435E+05
     y            7    9.750000E+05     9.370035E+05
     y           37    7.500000E+05     4.740929E+05
     y           73    4.090000E+05     5.120566E+05
     y           17    2.470000E+05     3.708738E+05
     y           73    4.170000E+05     5.120566E+05
     y           73    7.730000E+05     5.120566E+05
     y           72    3.720000E+05     6.913100E+05
     y           17    3.310000E+05     3.708738E+05
     y           19    7.650000E+05     7.060558E+05
     y           17    4.560000E+05     3.708738E+05
     y           32    3.860000E+05     5.728587E+05
     y           19    7.700000E+05     7.060558E+05
     y           32    6.400000E+05     5.728587E+05
     y           53    9.490000E+05     1.152055E+06
     y           19    2.800000E+05     7.060558E+05
     y           72    8.880000E+05     6.913100E+05
     y           37    5.710000E+05     4.740929E+05
     y           32    8.040000E+05     5.728587E+05
     y           32    5.510000E+05     5.728587E+05
     y           17    3.410000E+05     3.708738E+05
     y           17    4.350000E+05     3.708738E+05
     y           48    4.060000E+05     7.757435E+05
     y           17    3.930000E+05     3.708738E+05
     y           55    6.750000E+05     6.720040E+05
     y           17    2.820000E+05     3.708738E+05
     y           72    1.200000E+06     6.913100E+05
     y           72    5.780000E+05     6.913100E+05
     y           37    4.850000E+05     4.740929E+05
     y           17    4.020000E+05     3.708738E+05
     y           37    3.030000E+05     4.740929E+05
     y           17    3.300000E+05     3.708738E+05
     y           32    6.100000E+05     5.728587E+05
     y           32    6.690000E+05     5.728587E+05
     y           72    9.400000E+05     6.913100E+05
     y           53    1.549000E+06     1.152055E+06
     y           37    4.610000E+05     4.740929E+05
     y           37    5.050000E+05     4.740929E+05
     y           32    7.710000E+05     5.728587E+05
     y           32    6.500000E+05     5.728587E+05
     y           32    6.290000E+05     5.728587E+05
     y           32    3.800000E+05     5.728587E+05
     y           73    5.390000E+05     5.120566E+05
     y           19    4.500000E+05     7.060558E+05
     y           17    3.040000E+05     3.708738E+05
     y           48    8.740000E+05     7.757435E+05
     y           72    1.315000E+06     6.913100E+05
     y           19    8.800000E+05     7.060558E+05
     y           73    5.000000E+05     5.120566E+05
     y           72    7.540000E+05     6.913100E+05
     y           73    4.360000E+05     5.120566E+05
     y           17    2.960000E+05     3.708738E+05
     y           32    5.700000E+05     5.728587E+05
     y           32    6.750000E+05     5.728587E+05
     y           17    4.800000E+05     3.708738E+05
     y           32    5.320000E+05     5.728587E+05
     y            7    1.400000E+06     9.370035E+05
     y           32    4.000000E+05     5.728587E+05
     y           32    8.200000E+05     5.728587E+05
     y           48    5.640000E+05     7.757435E+05
     y           32    7.840000E+05     5.728587E+05
     y           72    3.830000E+05     6.913100E+05
     y           17    3.860000E+05     3.708738E+05
     y           73    5.000000E+05     5.120566E+05
     y           37    5.320000E+05     4.740929E+05
     y           37    4.100000E+05     4.740929E+05
     y           32    6.270000E+05     5.728587E+05
     y           17    4.320000E+05     3.708738E+05
     y           17    2.720000E+05     3.708738E+05
     y           72    5.250000E+05     6.913100E+05
     y           72    6.010000E+05     6.913100E+05
     y           17    2.880000E+05     3.708738E+05
     y           17    5.700000E+05     3.708738E+05
     y           32    7.600000E+05     5.728587E+05
     y           73    6.140000E+05     5.120566E+05
     y           17    2.830000E+05     3.708738E+05
     y           17    2.710000E+05     3.708738E+05
     y           17    3.400000E+05     3.708738E+05
     y           17    4.440000E+05     3.708738E+05
     y           25    7.500000E+05     6.117883E+05
     y           32    6.500000E+05     5.728587E+05
     y           17    2.700000E+05     3.708738E+05
     y           53    1.549000E+06     1.152055E+06
     y           33    3.550000E+05     3.990938E+05
     y           17    4.050000E+05     3.708738E+05
     y           32    5.630000E+05     5.728587E+05
     y           17    7.130000E+05     3.708738E+05
     y           73    4.600000E+05     5.120566E+05
     y           17    4.440000E+05     3.708738E+05
     y           17    3.850000E+05     3.708738E+05
     y           19    6.200000E+05     7.060558E+05
     y           17    4.220000E+05     3.708738E+05
     y           17    3.640000E+05     3.708738E+05
     y           32    4.130000E+05     5.728587E+05
     y           32    4.020000E+05     5.728587E+05
     y           37    4.740000E+05     4.740929E+05
     y           19    5.640000E+05     7.060558E+05
     y           32    8.010000E+05     5.728587E+05
     y           32    3.370000E+05     5.728587E+05
     y           32    3.100000E+05     5.728587E+05
     y           17    4.300000E+05     3.708738E+05
     y           48    1.549000E+06     7.757435E+05
     y           17    4.650000E+05     3.708738E+05
