 train         node      observed        predicted
     y           86    1.960000E+05     2.872514E+05
     y           87    3.910000E+05     3.463185E+05
     y           87    3.230000E+05     3.463185E+05
     y           83    2.770000E+05     2.856080E+05
     y          170    2.090000E+05     3.160221E+05
     y          197    6.960000E+05     4.851590E+05
     y           86    2.980000E+05     2.872514E+05
     y           87    2.480000E+05     3.463185E+05
     y           25    4.650000E+05     6.117883E+05
     y           86    2.130000E+05     2.872514E+05
     y          198    4.250000E+05     3.805933E+05
     y           82    2.300000E+05     2.179247E+05
     y           86    3.060000E+05     2.872514E+05
     y          163    1.450000E+05     2.722978E+05
     y          170    3.230000E+05     3.160221E+05
     y           22    3.730000E+05     4.070556E+05
     y          168    3.650000E+05     3.927879E+05
     y           87    3.920000E+05     3.463185E+05
     y           86    2.940000E+05     2.872514E+05
     y           83    2.740000E+05     2.856080E+05
     y           87    3.060000E+05     3.463185E+05
     y           55    4.940000E+05     6.720040E+05
     y           22    3.630000E+05     4.070556E+05
     y           23    4.990000E+05     5.532299E+05
     y          199    5.450000E+05     4.585906E+05
     y           82    2.290000E+05     2.179247E+05
     y           82    2.430000E+05     2.179247E+05
     y           83    3.780000E+05     2.856080E+05
     y           83    3.120000E+05     2.856080E+05
     y          168    2.800000E+05     3.927879E+05
     y           86    2.470000E+05     2.872514E+05
     y          163    3.910000E+05     2.722978E+05
     y          105    8.720750E+05     7.986500E+05
     y          162    1.299900E+05     2.110089E+05
     y          163    2.600000E+05     2.722978E+05
     y          163    2.350000E+05     2.722978E+05
     y           82    3.170000E+05     2.179247E+05
     y           22    3.830000E+05     4.070556E+05
     y          162    1.900000E+05     2.110089E+05
     y           82    2.100000E+05     2.179247E+05
     y           82    2.080000E+05     2.179247E+05
     y           22    3.180000E+05     4.070556E+05
     y           82    2.680000E+05     2.179247E+05
     y          170    2.300000E+05     3.160221E+05
     y          163    2.010000E+05     2.722978E+05
     y           55    7.490000E+05     6.720040E+05
     y           22    3.940000E+05     4.070556E+05
     y           87    4.100000E+05     3.463185E+05
     y          171    7.150000E+05     3.876319E+05
     y           87    4.240000E+05     3.463185E+05
     y           22    3.600000E+05     4.070556E+05
     y          163    1.650000E+05     2.722978E+05
     y          198    3.460000E+05     3.805933E+05
     y          171    3.510000E+05     3.876319E+05
     y           82    2.320000E+05     2.179247E+05
     y           82    2.390000E+05     2.179247E+05
     y           86    2.830000E+05     2.872514E+05
     y          163    3.140000E+05     2.722978E+05
     y          162    1.299900E+05     2.110089E+05
     y          198    2.700000E+05     3.805933E+05
     y           22    4.260000E+05     4.070556E+05
     y          197    2.730000E+05     4.851590E+05
     y           54    6.500000E+05     5.411277E+05
     y           22    3.800000E+05     4.070556E+05
     y          163    2.300000E+05     2.722978E+05
     y          198    4.350000E+05     3.805933E+05
     y          198    8.020000E+05     3.805933E+05
     y           83    2.450000E+05     2.856080E+05
     y           87    4.320000E+05     3.463185E+05
     y           87    3.520000E+05     3.463185E+05
     y           25    5.240000E+05     6.117883E+05
     y            7    6.750000E+05     9.370035E+05
     y           82    2.050000E+05     2.179247E+05
     y          162    2.020000E+05     2.110089E+05
     y           87    5.000000E+05     3.463185E+05
     y          169    7.330000E+05     4.818817E+05
     y           87    3.900000E+05     3.463185E+05
     y           86    3.760000E+05     2.872514E+05
     y           87    3.100000E+05     3.463185E+05
     y           82    2.280000E+05     2.179247E+05
     y          198    3.320000E+05     3.805933E+05
     y          171    5.260000E+05     3.876319E+05
     y           82    1.880000E+05     2.179247E+05
     y          169    4.460000E+05     4.818817E+05
     y           86    2.400000E+05     2.872514E+05
     y          169    7.460000E+05     4.818817E+05
     y           83    2.250000E+05     2.856080E+05
     y           82    1.650000E+05     2.179247E+05
     y          197    2.760000E+05     4.851590E+05
     y          170    2.510000E+05     3.160221E+05
     y           22    4.350000E+05     4.070556E+05
     y          199    4.260000E+05     4.585906E+05
     y          197    5.060000E+05     4.851590E+05
     y           87    4.200000E+05     3.463185E+05
     y           82    2.080000E+05     2.179247E+05
     y           54    3.480000E+05     5.411277E+05
     y           87    4.550000E+05     3.463185E+05
     y           86    1.970000E+05     2.872514E+05
     y          162    3.240000E+05     2.110089E+05
     y          171    2.970000E+05     3.876319E+05
     y           25    5.980000E+05     6.117883E+05
     y           55    7.170000E+05     6.720040E+05
     y           83    3.230000E+05     2.856080E+05
     y           82    2.090000E+05     2.179247E+05
     y           82    1.970000E+05     2.179247E+05
     y           22    4.600000E+05     4.070556E+05
     y            7    8.500000E+05     9.370035E+05
     y           22    4.450000E+05     4.070556E+05
     y          163    3.200000E+05     2.722978E+05
     y          199    3.860000E+05     4.585906E+05
     y           83    2.960000E+05     2.856080E+05
     y          163    2.480000E+05     2.722978E+05
     y          170    4.260000E+05     3.160221E+05
     y           86    2.850000E+05     2.872514E+05
     y           82    2.300000E+05     2.179247E+05
     y          196    8.486900E+05     5.756923E+05
     y           82    2.350000E+05     2.179247E+05
     y           86    2.510000E+05     2.872514E+05
     y           86    2.900000E+05     2.872514E+05
     y           82    2.050000E+05     2.179247E+05
     y          169    4.950000E+05     4.818817E+05
     y           82    2.400000E+05     2.179247E+05
     y           82    2.660000E+05     2.179247E+05
     y          198    2.500000E+05     3.805933E+05
     y           86    2.880000E+05     2.872514E+05
     y           83    2.560000E+05     2.856080E+05
     y          197    5.560000E+05     4.851590E+05
     y           82    2.910000E+05     2.179247E+05
     y          170    2.890000E+05     3.160221E+05
     y          163    2.200000E+05     2.722978E+05
     y           82    1.600000E+05     2.179247E+05
     y           86    2.190000E+05     2.872514E+05
     y           86    2.450000E+05     2.872514E+05
     y           86    2.890000E+05     2.872514E+05
     y          170    2.550000E+05     3.160221E+05
     y           82    1.960000E+05     2.179247E+05
     y          197    2.540000E+05     4.851590E+05
     y           82    2.000000E+05     2.179247E+05
     y           22    3.960000E+05     4.070556E+05
     y            7    7.950000E+05     9.370035E+05
     y          170    2.530000E+05     3.160221E+05
     y           87    5.250000E+05     3.463185E+05
     y          199    4.290000E+05     4.585906E+05
     y          163    1.670000E+05     2.722978E+05
     y           86    2.350000E+05     2.872514E+05
     y           83    4.900000E+05     2.856080E+05
     y           82    2.500000E+05     2.179247E+05
     y          170    2.560000E+05     3.160221E+05
     y          163    2.700000E+05     2.722978E+05
     y          199    3.680000E+05     4.585906E+05
     y          163    2.740000E+05     2.722978E+05
     y          197    3.810000E+05     4.851590E+05
     y           55    5.850000E+05     6.720040E+05
     y           82    1.770000E+05     2.179247E+05
     y          198    4.180000E+05     3.805933E+05
     y           82    2.680000E+05     2.179247E+05
     y          163    2.460000E+05     2.722978E+05
     y           86    2.870000E+05     2.872514E+05
     y           83    1.490000E+05     2.856080E+05
     y           82    1.900000E+05     2.179247E+05
     y          168    4.350000E+05     3.927879E+05
     y           82    2.540000E+05     2.179247E+05
     y          197    6.110000E+05     4.851590E+05
     y          171    4.250000E+05     3.876319E+05
     y          171    3.110000E+05     3.876319E+05
     y          162    1.730000E+05     2.110089E+05
     y           54    5.600000E+05     5.411277E+05
     y           82    2.140000E+05     2.179247E+05
     y           82    3.150000E+05     2.179247E+05
     y          169    6.170000E+05     4.818817E+05
     y          168    3.340000E+05     3.927879E+05
     y           82    1.550000E+05     2.179247E+05
     y          170    3.190000E+05     3.160221E+05
     y           25    6.870000E+05     6.117883E+05
     y           83    3.000000E+05     2.856080E+05
     y           82    1.610000E+05     2.179247E+05
     y           83    2.950000E+05     2.856080E+05
     y           86    2.150000E+05     2.872514E+05
     y          170    2.590000E+05     3.160221E+05
     y           55    7.370000E+05     6.720040E+05
     y          197    4.900000E+05     4.851590E+05
     y           54    6.290000E+05     5.411277E+05
     y          170    2.850000E+05     3.160221E+05
     y           25    8.650000E+05     6.117883E+05
     y          171    2.460000E+05     3.876319E+05
     y          163    2.300000E+05     2.722978E+05
     y          163    2.740000E+05     2.722978E+05
     y          171    5.550000E+05     3.876319E+05
     y          163    3.850000E+05     2.722978E+05
     y          196    7.610000E+05     5.756923E+05
     y           86    2.800000E+05     2.872514E+05
     y          171    4.850000E+05     3.876319E+05
     y          169    2.170000E+05     4.818817E+05
     y           82    2.150000E+05     2.179247E+05
     y           82    1.850000E+05     2.179247E+05
     y           82    1.710000E+05     2.179247E+05
     y          197    2.940000E+05     4.851590E+05
     y           82    1.730000E+05     2.179247E+05
     y          168    3.790000E+05     3.927879E+05
     y           82    2.290000E+05     2.179247E+05
     y          198    3.830000E+05     3.805933E+05
     y           83    1.500000E+05     2.856080E+05
     y           23    7.500000E+05     5.532299E+05
     y          198    3.060000E+05     3.805933E+05
     y           82    1.970000E+05     2.179247E+05
     y          168    3.500000E+05     3.927879E+05
     y          163    2.010000E+05     2.722978E+05
     y           86    1.750000E+05     2.872514E+05
     y           54    5.110000E+05     5.411277E+05
     y          163    1.310000E+05     2.722978E+05
     y           87    5.180000E+05     3.463185E+05
     y           83    2.550000E+05     2.856080E+05
     y           54    5.700000E+05     5.411277E+05
     y           82    2.600000E+05     2.179247E+05
     y           82    2.830000E+05     2.179247E+05
     y          196    8.486900E+05     5.756923E+05
     y           87    2.860000E+05     3.463185E+05
     y          163    3.510000E+05     2.722978E+05
     y           86    2.570000E+05     2.872514E+05
     y          198    2.600000E+05     3.805933E+05
     y          198    3.460000E+05     3.805933E+05
     y           86    3.360000E+05     2.872514E+05
     y           83    3.510000E+05     2.856080E+05
     y           82    1.920000E+05     2.179247E+05
     y           22    2.420000E+05     4.070556E+05
     y           23    7.780000E+05     5.532299E+05
     y           82    2.030000E+05     2.179247E+05
     y           22    3.800000E+05     4.070556E+05
     y           87    2.300000E+05     3.463185E+05
     y           22    3.190000E+05     4.070556E+05
     y          105    3.500000E+05     7.986500E+05
     y          196    4.330000E+05     5.756923E+05
     y           87    4.030000E+05     3.463185E+05
     y           86    2.950000E+05     2.872514E+05
     y          198    2.740000E+05     3.805933E+05
     y          198    4.200000E+05     3.805933E+05
     y           83    3.170000E+05     2.856080E+05
     y           22    5.170000E+05     4.070556E+05
     y           86    3.350000E+05     2.872514E+05
     y           87    3.730000E+05     3.463185E+05
     y            7    6.710000E+05     9.370035E+05
     y          199    4.340000E+05     4.585906E+05
     y           86    2.750000E+05     2.872514E+05
     y           82    1.890000E+05     2.179247E+05
     y          104    7.720000E+05     6.665132E+05
     y          163    2.150000E+05     2.722978E+05
     y          162    3.000000E+05     2.110089E+05
     y           22    4.260000E+05     4.070556E+05
     y           22    3.880000E+05     4.070556E+05
     y           54    6.800000E+05     5.411277E+05
     y           87    2.680000E+05     3.463185E+05
     y           82    1.490000E+05     2.179247E+05
     y          169    3.110000E+05     4.818817E+05
     y          163    3.140000E+05     2.722978E+05
     y          197    3.600000E+05     4.851590E+05
     y          163    3.630000E+05     2.722978E+05
     y           23    4.630000E+05     5.532299E+05
     y          168    7.060000E+05     3.927879E+05
     y          198    2.890000E+05     3.805933E+05
     y          163    3.100000E+05     2.722978E+05
     y          163    2.090000E+05     2.722978E+05
     y           82    1.890000E+05     2.179247E+05
     y           82    3.600000E+05     2.179247E+05
     y           87    3.150000E+05     3.463185E+05
     y           86    2.740000E+05     2.872514E+05
     y           87    3.930000E+05     3.463185E+05
     y          168    3.980000E+05     3.927879E+05
     y          104    7.490000E+05     6.665132E+05
     y           82    1.980000E+05     2.179247E+05
     y           86    3.660000E+05     2.872514E+05
     y           87    3.800000E+05     3.463185E+05
     y          170    7.840000E+05     3.160221E+05
     y           22    3.090000E+05     4.070556E+05
     y          199    2.910000E+05     4.585906E+05
     y           86    3.580000E+05     2.872514E+05
     y           82    2.200000E+05     2.179247E+05
     y           83    3.350000E+05     2.856080E+05
     y           82    2.610000E+05     2.179247E+05
     y           86    4.050000E+05     2.872514E+05
     y            7    8.060000E+05     9.370035E+05
     y          163    2.250000E+05     2.722978E+05
     y           82    1.870000E+05     2.179247E+05
     y           82    2.000000E+05     2.179247E+05
     y          163    2.180000E+05     2.722978E+05
     y           87    3.050000E+05     3.463185E+05
     y          199    5.560000E+05     4.585906E+05
     y           22    4.110000E+05     4.070556E+05
     y           82    3.800000E+05     2.179247E+05
     y           86    3.190000E+05     2.872514E+05
     y           86    2.600000E+05     2.872514E+05
     y           55    6.840000E+05     6.720040E+05
     y           86    2.060000E+05     2.872514E+05
     y          197    4.900000E+05     4.851590E+05
     y          168    2.150000E+05     3.927879E+05
     y           87    2.700000E+05     3.463185E+05
     y          171    2.950000E+05     3.876319E+05
     y           86    3.020000E+05     2.872514E+05
     y           86    3.180000E+05     2.872514E+05
     y           87    2.750000E+05     3.463185E+05
     y           22    4.120000E+05     4.070556E+05
     y           22    3.090000E+05     4.070556E+05
     y           23    4.690000E+05     5.532299E+05
     y          162    3.140000E+05     2.110089E+05
     y           54    4.810000E+05     5.411277E+05
     y           25    6.140000E+05     6.117883E+05
     y           86    2.820000E+05     2.872514E+05
     y          168    4.130000E+05     3.927879E+05
     y           87    3.190000E+05     3.463185E+05
     y           86    2.860000E+05     2.872514E+05
     y          170    2.920000E+05     3.160221E+05
     y           86    2.460000E+05     2.872514E+05
     y          163    1.960000E+05     2.722978E+05
     y           22    3.990000E+05     4.070556E+05
     y           82    1.580000E+05     2.179247E+05
     y          197    4.150000E+05     4.851590E+05
     y          170    4.950000E+05     3.160221E+05
     y           22    4.250000E+05     4.070556E+05
     y           82    2.210000E+05     2.179247E+05
     y          198    2.560000E+05     3.805933E+05
     y           82    2.080000E+05     2.179247E+05
     y          197    4.400000E+05     4.851590E+05
     y          162    7.000000E+05     2.110089E+05
     y          168    4.330000E+05     3.927879E+05
     y           22    4.260000E+05     4.070556E+05
     y           86    2.690000E+05     2.872514E+05
     y           22    3.860000E+05     4.070556E+05
     y          198    3.750000E+05     3.805933E+05
     y           82    1.340000E+05     2.179247E+05
     y          104    5.850000E+05     6.665132E+05
     y           82    1.750000E+05     2.179247E+05
     y           82    2.100000E+05     2.179247E+05
     y           86    2.480000E+05     2.872514E+05
     y          196    2.690000E+05     5.756923E+05
     y           86    3.000000E+05     2.872514E+05
     y           83    4.270000E+05     2.856080E+05
     y          170    2.770000E+05     3.160221E+05
     y           83    2.090000E+05     2.856080E+05
     y           86    2.570000E+05     2.872514E+05
     y          170    2.550000E+05     3.160221E+05
     y           25    5.360000E+05     6.117883E+05
     y           86    3.500000E+05     2.872514E+05
     y           86    4.720000E+05     2.872514E+05
     y          163    4.500000E+05     2.722978E+05
     y          163    2.660000E+05     2.722978E+05
     y           86    3.500000E+05     2.872514E+05
     y          162    8.720750E+05     2.110089E+05
     y           86    4.530000E+05     2.872514E+05
     y           87    3.250000E+05     3.463185E+05
     y           87    3.310000E+05     3.463185E+05
     y          197    2.850000E+05     4.851590E+05
     y           86    4.000000E+05     2.872514E+05
     y           82    1.460000E+05     2.179247E+05
     y           22    5.510000E+05     4.070556E+05
     y           82    1.630000E+05     2.179247E+05
     y          171    8.720750E+05     3.876319E+05
     y           83    3.250000E+05     2.856080E+05
     y          163    1.760000E+05     2.722978E+05
     y          197    3.370000E+05     4.851590E+05
     y          171    4.430000E+05     3.876319E+05
     y          162    2.050000E+05     2.110089E+05
     y           55    6.080000E+05     6.720040E+05
     y          169    3.150000E+05     4.818817E+05
     y          199    3.700000E+05     4.585906E+05
     y          163    3.360000E+05     2.722978E+05
     y           82    2.300000E+05     2.179247E+05
     y          162    1.900000E+05     2.110089E+05
     y          163    3.350000E+05     2.722978E+05
     y           22    5.250000E+05     4.070556E+05
     y           86    4.540000E+05     2.872514E+05
     y           86    3.180000E+05     2.872514E+05
     y          198    2.640000E+05     3.805933E+05
     y           82    2.300000E+05     2.179247E+05
     y           25    5.450000E+05     6.117883E+05
     y          105    8.720750E+05     7.986500E+05
     y           86    3.220000E+05     2.872514E+05
     y          162    2.320000E+05     2.110089E+05
     y          198    3.440000E+05     3.805933E+05
     y          198    2.800000E+05     3.805933E+05
     y           83    2.480000E+05     2.856080E+05
     y          196    4.150000E+05     5.756923E+05
     y          163    1.480000E+05     2.722978E+05
     y           87    4.320000E+05     3.463185E+05
     y           22    2.950000E+05     4.070556E+05
     y           23    4.800000E+05     5.532299E+05
     y           83    2.880000E+05     2.856080E+05
     y           25    4.750000E+05     6.117883E+05
     y          163    2.410000E+05     2.722978E+05
     y           82    2.480000E+05     2.179247E+05
     y          105    8.720750E+05     7.986500E+05
     y           25    5.020000E+05     6.117883E+05
     y          104    4.190000E+05     6.665132E+05
     y           22    4.750000E+05     4.070556E+05
     y          162    1.430000E+05     2.110089E+05
     y          168    4.440000E+05     3.927879E+05
     y           87    3.400000E+05     3.463185E+05
     y           87    3.150000E+05     3.463185E+05
     y           82    2.950000E+05     2.179247E+05
     y          162    1.870000E+05     2.110089E+05
     y          197    7.490000E+05     4.851590E+05
     y          163    2.350000E+05     2.722978E+05
     y           82    2.560000E+05     2.179247E+05
     y          197    5.500000E+05     4.851590E+05
     y           82    2.140000E+05     2.179247E+05
     y           82    2.590000E+05     2.179247E+05
     y           54    6.200000E+05     5.411277E+05
     y           54    5.340000E+05     5.411277E+05
     y          105    8.486900E+05     7.986500E+05
     y           23    5.400000E+05     5.532299E+05
     y           22    3.150000E+05     4.070556E+05
     y           83    4.340000E+05     2.856080E+05
     y          104    4.300000E+05     6.665132E+05
     y           87    3.240000E+05     3.463185E+05
     y          171    3.000000E+05     3.876319E+05
     y           87    4.050000E+05     3.463185E+05
     y          168    4.420000E+05     3.927879E+05
     y           82    2.040000E+05     2.179247E+05
     y           86    2.810000E+05     2.872514E+05
     y          105    8.486900E+05     7.986500E+05
     y           83    2.160000E+05     2.856080E+05
     y           22    3.240000E+05     4.070556E+05
     y          163    2.450000E+05     2.722978E+05
     y           25    7.250000E+05     6.117883E+05
     y           86    2.150000E+05     2.872514E+05
     y           86    2.830000E+05     2.872514E+05
     y           55    7.420000E+05     6.720040E+05
     y          197    4.140000E+05     4.851590E+05
     y           86    3.110000E+05     2.872514E+05
     y          163    2.250000E+05     2.722978E+05
     y           86    2.770000E+05     2.872514E+05
     y           22    4.440000E+05     4.070556E+05
     y          199    4.120000E+05     4.585906E+05
     y          105    6.880000E+05     7.986500E+05
     y           82    2.340000E+05     2.179247E+05
     y          199    3.350000E+05     4.585906E+05
     y           82    2.810000E+05     2.179247E+05
     y          163    1.470000E+05     2.722978E+05
     y          162    2.460000E+05     2.110089E+05
     y          163    1.730000E+05     2.722978E+05
     y           22    4.030000E+05     4.070556E+05
     y          163    3.800000E+05     2.722978E+05
     y           86    2.550000E+05     2.872514E+05
     y           87    3.130000E+05     3.463185E+05
     y           87    2.440000E+05     3.463185E+05
     y          170    2.100000E+05     3.160221E+05
     y          162    3.080000E+05     2.110089E+05
     y          199    5.800000E+05     4.585906E+05
     y          162    1.299900E+05     2.110089E+05
     y          163    1.269000E+05     2.722978E+05
     y           23    4.980000E+05     5.532299E+05
     y          196    2.630000E+05     5.756923E+05
     y           83    3.240000E+05     2.856080E+05
     y           83    2.780000E+05     2.856080E+05
     y           22    5.250000E+05     4.070556E+05
     y          170    3.300000E+05     3.160221E+05
     y           86    2.500000E+05     2.872514E+05
     y           83    3.180000E+05     2.856080E+05
     y           82    2.190000E+05     2.179247E+05
     y          198    2.560000E+05     3.805933E+05
     y          163    2.750000E+05     2.722978E+05
     y          168    2.660000E+05     3.927879E+05
     y          197    3.920000E+05     4.851590E+05
     y          163    3.500000E+05     2.722978E+05
     y          198    3.420000E+05     3.805933E+05
     y           83    3.750000E+05     2.856080E+05
     y           86    3.230000E+05     2.872514E+05
     y          105    8.720750E+05     7.986500E+05
     y           86    2.880000E+05     2.872514E+05
     y          199    4.890000E+05     4.585906E+05
     y          105    8.486900E+05     7.986500E+05
     y          171    2.720000E+05     3.876319E+05
     y          198    2.950000E+05     3.805933E+05
     y           82    1.700000E+05     2.179247E+05
     y           82    3.710000E+05     2.179247E+05
     y           82    2.280000E+05     2.179247E+05
     y           82    2.250000E+05     2.179247E+05
     y          199    4.150000E+05     4.585906E+05
     y          169    6.020000E+05     4.818817E+05
     y          197    8.720750E+05     4.851590E+05
     y          105    8.486900E+05     7.986500E+05
     y          198    3.440000E+05     3.805933E+05
     y           22    4.500000E+05     4.070556E+05
     y           82    2.150000E+05     2.179247E+05
     y          196    8.410000E+05     5.756923E+05
     y           83    1.950000E+05     2.856080E+05
     y           87    3.540000E+05     3.463185E+05
     y           82    1.500000E+05     2.179247E+05
     y           82    1.800000E+05     2.179247E+05
     y           83    2.100000E+05     2.856080E+05
     y           86    1.970000E+05     2.872514E+05
     y           82    2.160000E+05     2.179247E+05
     y           87    3.500000E+05     3.463185E+05
     y           25    4.500000E+05     6.117883E+05
     y          104    8.486900E+05     6.665132E+05
     y           82    1.500000E+05     2.179247E+05
     y          171    4.530000E+05     3.876319E+05
     y           87    2.810000E+05     3.463185E+05
     y           83    2.910000E+05     2.856080E+05
     y           87    3.620000E+05     3.463185E+05
     y          163    2.520000E+05     2.722978E+05
     y           22    6.300000E+05     4.070556E+05
     y           83    3.000000E+05     2.856080E+05
     y          199    4.380000E+05     4.585906E+05
     y           82    3.770000E+05     2.179247E+05
     y          197    6.450000E+05     4.851590E+05
     y           22    3.230000E+05     4.070556E+05
     y          170    5.200000E+05     3.160221E+05
     y           82    2.700000E+05     2.179247E+05
     y          199    6.360000E+05     4.585906E+05
     y          163    1.480000E+05     2.722978E+05
     y          163    4.130000E+05     2.722978E+05
     y           25    5.550000E+05     6.117883E+05
     y           22    5.850000E+05     4.070556E+05
     y          163    3.160000E+05     2.722978E+05
     y          171    3.950000E+05     3.876319E+05
     y           82    2.080000E+05     2.179247E+05
     y           86    2.450000E+05     2.872514E+05
     y           87    3.090000E+05     3.463185E+05
     y           22    4.100000E+05     4.070556E+05
     y           22    3.180000E+05     4.070556E+05
     y           87    4.400000E+05     3.463185E+05
     y           82    2.150000E+05     2.179247E+05
     y          163    1.850000E+05     2.722978E+05
     y           87    4.770000E+05     3.463185E+05
     y           83    3.300000E+05     2.856080E+05
     y           87    3.490000E+05     3.463185E+05
     y           22    4.310000E+05     4.070556E+05
     y           86    2.820000E+05     2.872514E+05
     y          105    8.720750E+05     7.986500E+05
     y           86    3.230000E+05     2.872514E+05
     y           82    1.890000E+05     2.179247E+05
     y          162    1.640000E+05     2.110089E+05
     y           82    2.030000E+05     2.179247E+05
     y          163    2.310000E+05     2.722978E+05
     y           86    2.650000E+05     2.872514E+05
     y           22    3.950000E+05     4.070556E+05
     y           22    3.650000E+05     4.070556E+05
     y          196    4.300000E+05     5.756923E+05
     y           83    2.430000E+05     2.856080E+05
     y           86    2.980000E+05     2.872514E+05
     y           82    2.550000E+05     2.179247E+05
     y           82    1.850000E+05     2.179247E+05
     y           82    2.240000E+05     2.179247E+05
     y          198    2.710000E+05     3.805933E+05
     y           86    2.640000E+05     2.872514E+05
     y           22    3.100000E+05     4.070556E+05
     y           54    4.730000E+05     5.411277E+05
     y           82    1.570000E+05     2.179247E+05
     y           86    2.370000E+05     2.872514E+05
     y          198    3.100000E+05     3.805933E+05
     y           86    2.680000E+05     2.872514E+05
     y          196    5.070000E+05     5.756923E+05
     y           87    2.990000E+05     3.463185E+05
     y           83    4.250000E+05     2.856080E+05
     y          104    4.330000E+05     6.665132E+05
     y          168    2.300000E+05     3.927879E+05
     y          168    3.490000E+05     3.927879E+05
     y           82    2.720000E+05     2.179247E+05
     y          196    4.890000E+05     5.756923E+05
     y          197    5.570000E+05     4.851590E+05
     y           86    2.050000E+05     2.872514E+05
     y          169    8.486900E+05     4.818817E+05
     y           22    4.760000E+05     4.070556E+05
     y          162    2.000000E+05     2.110089E+05
     y          163    4.320000E+05     2.722978E+05
     y           87    4.910000E+05     3.463185E+05
     y          169    6.370000E+05     4.818817E+05
     y           22    4.840000E+05     4.070556E+05
     y           82    1.980000E+05     2.179247E+05
     y           25    8.360000E+05     6.117883E+05
     y          196    4.880000E+05     5.756923E+05
     y           83    2.440000E+05     2.856080E+05
     y          105    8.720750E+05     7.986500E+05
     y           23    4.830000E+05     5.532299E+05
     y           87    3.270000E+05     3.463185E+05
     y           82    1.420000E+05     2.179247E+05
     y           86    2.180000E+05     2.872514E+05
     y          171    5.480000E+05     3.876319E+05
     y           23    5.580000E+05     5.532299E+05
     y           25    5.500000E+05     6.117883E+05
     y          170    3.130000E+05     3.160221E+05
     y           87    2.460000E+05     3.463185E+05
     y           82    3.400000E+05     2.179247E+05
     y           87    3.350000E+05     3.463185E+05
     y           86    1.900000E+05     2.872514E+05
     y          196    3.850000E+05     5.756923E+05
     y           82    2.490000E+05     2.179247E+05
     y          168    4.800000E+05     3.927879E+05
     y          168    2.570000E+05     3.927879E+05
     y          198    4.080000E+05     3.805933E+05
     y          170    3.090000E+05     3.160221E+05
     y          163    4.920000E+05     2.722978E+05
     y          163    2.400000E+05     2.722978E+05
     y          198    4.300000E+05     3.805933E+05
     y           22    4.340000E+05     4.070556E+05
     y          169    2.450000E+05     4.818817E+05
     y          198    3.360000E+05     3.805933E+05
     y           25    4.990000E+05     6.117883E+05
     y           55    7.300000E+05     6.720040E+05
     y           82    1.670000E+05     2.179247E+05
     y           82    2.270000E+05     2.179247E+05
     y           22    3.850000E+05     4.070556E+05
     y           86    3.500000E+05     2.872514E+05
     y           86    2.580000E+05     2.872514E+05
     y           55    4.800000E+05     6.720040E+05
     y          104    7.220000E+05     6.665132E+05
     y          170    2.260000E+05     3.160221E+05
     y          163    2.600000E+05     2.722978E+05
     y           86    2.990000E+05     2.872514E+05
     y           86    3.230000E+05     2.872514E+05
     y          168    4.150000E+05     3.927879E+05
     y          168    2.920000E+05     3.927879E+05
     y          196    4.220000E+05     5.756923E+05
     y          104    8.486900E+05     6.665132E+05
     y          198    3.710000E+05     3.805933E+05
     y           22    2.630000E+05     4.070556E+05
     y           86    3.490000E+05     2.872514E+05
     y           82    1.510000E+05     2.179247E+05
     y          197    3.960000E+05     4.851590E+05
     y          197    8.486900E+05     4.851590E+05
     y          162    3.240000E+05     2.110089E+05
     y          163    2.500000E+05     2.722978E+05
     y           83    3.970000E+05     2.856080E+05
     y          171    5.400000E+05     3.876319E+05
     y           25    7.240000E+05     6.117883E+05
     y           23    4.790000E+05     5.532299E+05
     y          163    2.320000E+05     2.722978E+05
     y           23    6.450000E+05     5.532299E+05
     y          170    2.790000E+05     3.160221E+05
     y          198    2.570000E+05     3.805933E+05
     y          199    4.550000E+05     4.585906E+05
     y           83    3.250000E+05     2.856080E+05
     y          163    1.900000E+05     2.722978E+05
     y           83    3.000000E+05     2.856080E+05
     y           86    3.530000E+05     2.872514E+05
     y           82    1.860000E+05     2.179247E+05
     y           86    2.400000E+05     2.872514E+05
     y          170    3.290000E+05     3.160221E+05
     y           82    2.200000E+05     2.179247E+05
     y           86    3.100000E+05     2.872514E+05
     y          199    3.580000E+05     4.585906E+05
     y          169    5.320000E+05     4.818817E+05
     y          163    3.540000E+05     2.722978E+05
     y           86    3.530000E+05     2.872514E+05
     y           82    1.700000E+05     2.179247E+05
     y           55    6.990000E+05     6.720040E+05
     y           22    2.910000E+05     4.070556E+05
     y          162    1.270000E+05     2.110089E+05
     y          196    4.780000E+05     5.756923E+05
     y           82    3.350000E+05     2.179247E+05
     y          163    1.680000E+05     2.722978E+05
     y           55    6.040000E+05     6.720040E+05
     y          199    5.300000E+05     4.585906E+05
     y           22    3.980000E+05     4.070556E+05
     y           82    1.990000E+05     2.179247E+05
     y           83    2.660000E+05     2.856080E+05
     y           83    3.000000E+05     2.856080E+05
     y           22    3.780000E+05     4.070556E+05
     y           87    3.000000E+05     3.463185E+05
     y          162    1.440000E+05     2.110089E+05
     y          197    8.486900E+05     4.851590E+05
     y          197    1.790000E+05     4.851590E+05
     y           23    5.300000E+05     5.532299E+05
     y          196    8.486900E+05     5.756923E+05
     y          163    2.750000E+05     2.722978E+05
     y          198    3.240000E+05     3.805933E+05
     y           22    6.000000E+05     4.070556E+05
