 train       observed       predicted
 y     2.820000E+05     4.132988E+05
 y     5.150000E+05     2.865932E+05
 y     4.690000E+05     2.974988E+05
 y     4.300000E+05     3.531444E+05
 y     2.380000E+05     3.446157E+05
 y     1.790000E+05     1.844942E+05
 y     2.630000E+05     2.743347E+05
 y     2.330000E+05     2.320344E+05
 y     7.880000E+05     4.601971E+05
 y     2.630000E+05     2.424844E+05
 y     2.660000E+05     2.507278E+05
 y     2.180000E+05     3.084840E+05
 y     2.900000E+05     3.386446E+05
 y     8.486900E+05     6.958411E+05
 y     2.800000E+05     2.592331E+05
 y     5.900000E+05     7.026819E+05
 y     2.310000E+05     2.349892E+05
 y     2.750000E+05     3.874212E+05
 y     1.900000E+05     2.298176E+05
 y     2.280000E+05     3.080821E+05
 y     8.720750E+05     7.824648E+05
 y     2.880000E+05     2.862185E+05
 y     3.950000E+05     3.701991E+05
 y     2.200000E+05     4.344398E+05
 y     4.320000E+05     4.170518E+05
 y     7.640000E+05     6.093000E+05
 y     4.990000E+05     5.452007E+05
 y     4.410000E+05     4.173648E+05
 y     1.980000E+05     2.298236E+05
 y     2.630000E+05     3.534173E+05
 y     4.790000E+05     3.384463E+05
 y     1.269000E+05     1.901170E+05
 y     3.250000E+05     4.041762E+05
 y     2.580000E+05     2.970366E+05
 y     4.500000E+05     4.293454E+05
 y     8.690000E+05     7.007368E+05
 y     2.600000E+05     2.850587E+05
 y     1.800000E+05     2.119234E+05
 y     3.530000E+05     4.158741E+05
 y     2.800000E+05     3.363535E+05
 y     2.600000E+05     2.587787E+05
 y     3.220000E+05     3.001118E+05
 y     2.820000E+05     2.987109E+05
 y     4.050000E+05     4.694866E+05
 y     7.750000E+05     7.427883E+05
 y     3.080000E+05     3.295230E+05
 y     7.000000E+05     4.500207E+05
 y     6.500000E+05     5.471502E+05
 y     2.290000E+05     2.764695E+05
 y     2.040000E+05     2.976696E+05
 y     4.610000E+05     3.953496E+05
 y     3.370000E+05     2.656980E+05
 y     3.310000E+05     3.316189E+05
 y     2.940000E+05     4.265891E+05
 y     1.990000E+05     1.912342E+05
 y     1.850000E+05     2.441591E+05
 y     4.690000E+05     4.262761E+05
 y     7.770000E+05     4.459236E+05
 y     1.890000E+05     2.899306E+05
 y     4.110000E+05     4.604184E+05
 y     2.970000E+05     2.870413E+05
 y     2.900000E+05     2.736234E+05
 y     5.240000E+05     6.628343E+05
 y     1.710000E+05     1.977465E+05
 y     5.630000E+05     3.914035E+05
 y     4.730000E+05     5.148611E+05
 y     2.070000E+05     2.556142E+05
 y     3.130000E+05     5.387221E+05
 y     5.160000E+05     4.014569E+05
 y     5.430000E+05     6.320235E+05
 y     2.310000E+05     2.222341E+05
 y     2.750000E+05     3.390990E+05
 y     6.590000E+05     5.831524E+05
 y     5.510000E+05     5.297226E+05
 y     4.000000E+05     4.559014E+05
 y     2.260000E+05     2.350564E+05
 y     3.170000E+05     3.528926E+05
 y     4.100000E+05     4.428877E+05
 y     2.610000E+05     2.577730E+05
 y     3.760000E+05     4.589814E+05
 y     4.350000E+05     4.998250E+05
 y     5.240000E+05     4.593594E+05
 y     2.400000E+05     2.402729E+05
 y     2.200000E+05     2.190365E+05
 y     1.269000E+05     1.716065E+05
 y     2.520000E+05     2.719696E+05
 y     2.620000E+05     3.843853E+05
 y     2.860000E+05     2.679847E+05
 y     1.790000E+05     2.652070E+05
 y     6.070000E+05     5.973095E+05
 y     4.300000E+05     4.983524E+05
 y     4.100000E+05     3.681464E+05
 y     5.090000E+05     4.710773E+05
 y     2.370000E+05     3.163366E+05
 y     5.770000E+05     5.959638E+05
 y     7.320000E+05     6.839357E+05
 y     4.580000E+05     4.685937E+05
 y     1.770000E+05     2.375487E+05
 y     3.190000E+05     4.482388E+05
 y     2.650000E+05     3.248377E+05
 y     4.750000E+05     6.231363E+05
 y     4.680000E+05     6.071962E+05
 y     4.980000E+05     4.538891E+05
 y     3.860000E+05     4.146215E+05
 y     4.670000E+05     4.426051E+05
 y     4.800000E+05     3.929042E+05
 y     4.100000E+05     2.982824E+05
 y     3.080000E+05     4.538553E+05
 y     7.260000E+05     5.277567E+05
 y     8.486900E+05     7.796435E+05
 y     4.400000E+05     4.946502E+05
 y     2.360000E+05     2.196909E+05
 y     3.500000E+05     3.080319E+05
 y     2.900000E+05     2.454724E+05
 y     5.560000E+05     4.034358E+05
 y     5.270000E+05     5.948026E+05
 y     3.200000E+05     3.378101E+05
 y     2.460000E+05     2.442247E+05
 y     2.540000E+05     2.043423E+05
 y     3.590000E+05     3.231735E+05
 y     2.360000E+05     3.103955E+05
 y     2.280000E+05     2.640690E+05
 y     4.000000E+05     3.919486E+05
 y     4.950000E+05     4.170562E+05
 y     2.320000E+05     2.278588E+05
 y     3.730000E+05     3.192849E+05
 y     2.400000E+05     2.466893E+05
 y     5.400000E+05     5.361183E+05
 y     5.400000E+05     6.299678E+05
 y     5.990000E+05     4.144836E+05
 y     2.550000E+05     2.217130E+05
 y     2.100000E+05     2.110245E+05
 y     3.890000E+05     3.640225E+05
 y     8.486900E+05     7.778676E+05
 y     2.420000E+05     2.793698E+05
 y     3.840000E+05     4.908949E+05
 y     2.630000E+05     2.949217E+05
 y     1.940000E+05     2.665844E+05
 y     3.850000E+05     3.921879E+05
 y     5.300000E+05     4.735933E+05
 y     1.410000E+05     2.124059E+05
 y     2.290000E+05     2.624620E+05
 y     2.800000E+05     3.000200E+05
 y     1.850000E+05     2.253833E+05
 y     2.900000E+05     3.283340E+05
 y     2.010000E+05     2.131499E+05
 y     6.870000E+05     6.572415E+05
 y     1.950000E+05     2.062911E+05
 y     7.500000E+05     5.751755E+05
 y     6.120000E+05     5.323816E+05
 y     3.730000E+05     3.438150E+05
 y     3.100000E+05     3.118753E+05
 y     2.360000E+05     2.383184E+05
 y     2.440000E+05     3.022089E+05
 y     2.080000E+05     2.206629E+05
 y     3.390000E+05     3.743615E+05
 y     2.470000E+05     2.771841E+05
 y     2.660000E+05     2.950057E+05
 y     1.590000E+05     1.782290E+05
 y     4.440000E+05     3.198625E+05
 y     5.740000E+05     4.906335E+05
 y     4.030000E+05     3.580820E+05
 y     2.460000E+05     2.477883E+05
 y     4.350000E+05     4.108294E+05
 y     2.600000E+05     2.405728E+05
 y     3.260000E+05     2.678153E+05
 y     3.350000E+05     2.611887E+05
 y     2.300000E+05     2.984520E+05
 y     2.000000E+05     2.572520E+05
 y     1.820000E+05     2.085233E+05
 y     2.850000E+05     2.267928E+05
 y     2.990000E+05     3.640186E+05
 y     1.980000E+05     2.221350E+05
 y     4.120000E+05     3.814464E+05
 y     6.310000E+05     6.589633E+05
 y     2.000000E+05     3.205537E+05
 y     2.050000E+05     2.234585E+05
 y     3.150000E+05     3.233640E+05
 y     5.000000E+05     5.707909E+05
 y     5.500000E+05     4.587799E+05
 y     2.500000E+05     2.403224E+05
 y     1.620000E+05     2.081086E+05
 y     3.010000E+05     2.612200E+05
 y     4.330000E+05     3.867012E+05
 y     8.720750E+05     7.155306E+05
 y     3.320000E+05     3.729518E+05
 y     4.170000E+05     3.706457E+05
 y     2.390000E+05     2.250628E+05
 y     2.390000E+05     2.115662E+05
 y     3.050000E+05     4.433162E+05
 y     3.100000E+05     3.623229E+05
 y     1.269000E+05     1.817322E+05
 y     1.580000E+05     1.797720E+05
 y     2.460000E+05     2.787966E+05
 y     5.110000E+05     6.120708E+05
 y     2.180000E+05     2.658145E+05
 y     5.250000E+05     3.887982E+05
 y     3.020000E+05     3.417988E+05
 y     4.400000E+05     3.281771E+05
 y     2.700000E+05     3.062663E+05
 y     4.050000E+05     4.259095E+05
 y     2.700000E+05     4.035070E+05
 y     2.610000E+05     2.866549E+05
 y     1.760000E+05     2.513926E+05
 y     2.200000E+05     2.870667E+05
 y     4.240000E+05     4.581289E+05
 y     8.290000E+05     6.455413E+05
 y     6.570000E+05     6.047647E+05
 y     3.000000E+05     3.221369E+05
 y     3.520000E+05     4.221044E+05
 y     2.020000E+05     1.985128E+05
 y     2.180000E+05     2.423847E+05
 y     3.280000E+05     3.622704E+05
 y     3.080000E+05     3.850629E+05
 y     4.570000E+05     5.350728E+05
 y     1.560000E+05     1.788897E+05
 y     1.950000E+05     1.940772E+05
 y     4.080000E+05     5.228924E+05
 y     2.270000E+05     2.081071E+05
 y     4.500000E+05     3.625875E+05
 y     4.500000E+05     6.041290E+05
 y     2.600000E+05     2.418227E+05
 y     1.260000E+05     1.687953E+05
 y     1.400000E+05     2.854983E+05
 y     1.950000E+05     2.354353E+05
 y     1.199000E+06     9.713402E+05
 y     2.350000E+05     2.202226E+05
 y     7.620000E+05     7.237469E+05
 y     2.030000E+05     1.849966E+05
 y     2.890000E+05     2.744579E+05
 y     2.660000E+05     2.705751E+05
 y     2.900000E+05     3.259356E+05
 y     2.640000E+05     2.657672E+05
 y     2.100000E+05     2.405465E+05
 y     2.850000E+05     2.125665E+05
 y     5.150000E+05     4.408296E+05
 y     3.190000E+05     3.058225E+05
 y     2.100000E+05     2.727190E+05
 y     2.220000E+05     2.265167E+05
 y     3.020000E+05     2.886563E+05
 y     1.000000E+06     7.340694E+05
 y     2.250000E+05     2.633380E+05
 y     2.400000E+05     2.747563E+05
 y     1.690000E+05     2.058164E+05
 y     2.380000E+05     2.864638E+05
 y     2.970000E+05     2.951215E+05
 y     3.660000E+05     5.227514E+05
 y     1.310000E+05     2.132397E+05
 y     2.460000E+05     2.948455E+05
 y     2.360000E+05     2.472209E+05
 y     1.560000E+05     1.790000E+05
 y     1.240000E+05     1.925994E+05
 y     3.290000E+05     3.902047E+05
 y     1.199000E+06     9.488428E+05
 y     3.600000E+05     3.101109E+05
 y     6.000000E+05     4.548270E+05
 y     3.000000E+05     4.533790E+05
 y     1.240000E+05     2.039724E+05
 y     3.140000E+05     3.734868E+05
 y     2.130000E+05     2.141834E+05
 y     2.590000E+05     3.297554E+05
 y     4.080000E+05     3.669233E+05
 y     7.120000E+05     8.050247E+05
 y     1.790000E+05     1.695472E+05
 y     1.290000E+05     1.790284E+05
 y     3.800000E+05     3.680396E+05
 y     5.260000E+05     4.644389E+05
 y     1.199000E+06     9.097229E+05
 y     1.290000E+05     1.762917E+05
 y     2.250000E+05     2.183143E+05
 y     4.640000E+05     3.905758E+05
 y     3.020000E+05     2.637343E+05
 y     1.800000E+05     2.781979E+05
 y     5.390000E+05     5.814757E+05
 y     1.850000E+05     2.059112E+05
 y     1.900000E+05     2.137676E+05
 y     1.860000E+05     2.232628E+05
 y     1.950000E+05     2.143606E+05
 y     2.270000E+05     2.106242E+05
 y     2.650000E+05     2.912675E+05
 y     1.580000E+05     2.047418E+05
 y     2.040000E+05     3.169526E+05
 y     2.450000E+05     2.753101E+05
 y     2.580000E+05     2.821032E+05
 y     2.720000E+05     2.657496E+05
 y     1.710000E+05     1.734802E+05
 y     3.260000E+05     3.422483E+05
 y     3.010000E+05     3.211535E+05
 y     4.200000E+05     4.229293E+05
 y     3.050000E+05     2.659050E+05
 y     2.410000E+05     2.448168E+05
 y     3.580000E+05     3.203834E+05
 y     1.850000E+05     2.120351E+05
 y     2.450000E+05     2.815275E+05
 y     2.620000E+05     2.931477E+05
 y     3.000000E+05     5.201292E+05
 y     2.250000E+05     3.869600E+05
 y     3.920000E+05     3.834358E+05
 y     2.190000E+05     2.534427E+05
 y     2.840000E+05     3.415743E+05
 y     3.500000E+05     3.401931E+05
 y     1.940000E+05     2.393739E+05
 y     1.500000E+05     1.774343E+05
 y     2.340000E+05     2.755598E+05
 y     2.410000E+05     3.700268E+05
 y     1.450000E+05     1.759768E+05
 y     1.199000E+06     9.474687E+05
 y     2.600000E+05     2.346180E+05
 y     3.260000E+05     3.825438E+05
 y     1.780000E+05     1.730169E+05
 y     1.800000E+05     1.872623E+05
 y     1.800000E+05     3.598223E+05
 y     5.000000E+05     5.493753E+05
 y     1.760000E+05     2.266838E+05
 y     1.790000E+05     2.499216E+05
 y     2.580000E+05     2.543081E+05
 y     3.900000E+05     3.455349E+05
 y     2.720000E+05     3.411714E+05
 y     3.300000E+05     4.813203E+05
 y     1.980000E+05     2.999586E+05
 y     2.790000E+05     2.828147E+05
 y     3.750000E+05     3.288229E+05
 y     2.030000E+05     2.616550E+05
 y     6.000000E+05     6.206631E+05
 y     2.850000E+05     3.450293E+05
 y     3.030000E+05     3.587846E+05
 y     4.500000E+05     3.602638E+05
 y     3.000000E+05     4.223010E+05
 y     1.650000E+05     1.668661E+05
 y     4.560000E+05     5.788513E+05
 y     2.010000E+05     2.719904E+05
 y     3.010000E+05     3.071047E+05
 y     2.650000E+05     2.777466E+05
 y     2.090000E+05     2.405465E+05
 y     1.199000E+06     9.135374E+05
 y     2.570000E+05     2.226346E+05
 y     3.250000E+05     3.429391E+05
 y     6.660000E+05     3.397581E+05
 y     1.800000E+05     2.025819E+05
 y     2.880000E+05     3.611252E+05
 y     1.018965E+06     9.463505E+05
 y     1.740000E+05     2.097015E+05
 y     3.220000E+05     2.815572E+05
 y     4.150000E+05     3.564530E+05
 y     2.870000E+05     2.624717E+05
 y     5.380000E+05     5.297620E+05
 y     1.690000E+05     1.736197E+05
 y     9.150000E+05     7.471002E+05
 y     5.780000E+05     5.968346E+05
 y     3.210000E+05     3.508349E+05
 y     6.690000E+05     6.996523E+05
 y     2.500000E+05     2.830988E+05
 y     1.700000E+05     2.198942E+05
 y     4.510000E+05     4.875590E+05
 y     2.900000E+05     3.077478E+05
 y     1.820000E+05     2.853679E+05
 y     1.590000E+05     1.739039E+05
 y     2.920000E+05     3.088884E+05
 y     2.120000E+05     2.463079E+05
 y     1.860000E+05     2.290117E+05
 y     1.390000E+05     1.683735E+05
 y     3.490000E+05     3.808694E+05
 y     5.460000E+05     5.328391E+05
 y     1.175000E+06     6.888092E+05
 y     1.690000E+05     2.585880E+05
 y     2.780000E+05     2.948753E+05
 y     3.600000E+05     3.679427E+05
 y     1.840000E+05     2.212254E+05
 y     6.370000E+05     6.955333E+05
 y     1.550000E+05     1.786033E+05
 y     2.000000E+05     1.747909E+05
 y     1.590000E+05     2.003916E+05
 y     2.750000E+05     3.695381E+05
 y     3.140000E+05     3.373992E+05
 y     1.520000E+05     2.630198E+05
 y     4.250000E+05     3.446608E+05
 y     1.540000E+05     1.829077E+05
 y     2.250000E+05     3.277094E+05
 y     1.920000E+05     2.266758E+05
 y     2.520000E+05     2.753952E+05
 y     1.151000E+06     9.204846E+05
 y     2.950000E+05     3.273123E+05
 y     3.330000E+05     2.830600E+05
 y     8.370000E+05     5.949907E+05
 y     5.670000E+05     4.488862E+05
 y     4.350000E+05     4.653328E+05
 y     4.900000E+05     3.869343E+05
 y     3.040000E+05     3.928726E+05
 y     1.890000E+05     2.050350E+05
 y     1.590000E+05     1.657040E+05
 y     5.000000E+05     4.009751E+05
 y     3.130000E+05     4.566344E+05
 y     3.110000E+05     5.247670E+05
 y     2.280000E+05     3.109957E+05
 y     1.199000E+06     9.530058E+05
 y     4.630000E+05     4.345371E+05
 y     2.370000E+05     2.391686E+05
 y     1.199000E+06     9.705972E+05
 y     2.500000E+05     2.740452E+05
 y     4.250000E+05     3.771544E+05
 y     1.690000E+05     2.395544E+05
 y     4.390000E+05     3.749780E+05
 y     2.290000E+05     2.821205E+05
 y     3.900000E+05     2.854113E+05
 y     1.820000E+05     2.149052E+05
 y     2.320000E+05     2.445797E+05
 y     1.880000E+05     2.198849E+05
 y     2.620000E+05     2.971231E+05
 y     1.199000E+06     9.544754E+05
 y     2.260000E+05     2.637930E+05
 y     1.800000E+05     2.355006E+05
 y     2.890000E+05     3.000823E+05
 y     1.550000E+05     1.739216E+05
 y     2.280000E+05     2.586439E+05
 y     2.220000E+05     2.797644E+05
 y     2.370000E+05     2.442035E+05
 y     3.700000E+05     2.918054E+05
 y     1.650000E+05     1.882057E+05
 y     2.500000E+05     2.852278E+05
 y     2.150000E+05     1.871896E+05
 y     1.890000E+05     2.269165E+05
 y     3.010000E+05     3.659167E+05
 y     4.490000E+05     4.323764E+05
 y     2.320000E+05     3.028300E+05
 y     2.510000E+05     2.225122E+05
 y     1.950000E+05     2.151435E+05
 y     1.680000E+05     1.733847E+05
 y     5.950000E+05     7.618547E+05
 y     2.500000E+05     2.130889E+05
 y     2.750000E+05     2.287180E+05
 y     2.950000E+05     3.062115E+05
 y     2.260000E+05     1.791626E+05
 y     1.650000E+05     2.046701E+05
 y     3.000000E+05     3.168136E+05
 y     2.800000E+05     2.849049E+05
 y     2.720000E+05     2.992098E+05
 y     2.350000E+05     2.242793E+05
 y     8.780000E+05     7.723636E+05
 y     2.250000E+05     2.006224E+05
 y     1.450000E+05     2.012710E+05
 y     3.850000E+05     3.058606E+05
 y     1.530000E+05     1.738815E+05
 y     3.670000E+05     3.745319E+05
 y     2.190000E+05     2.594370E+05
 y     6.460000E+05     4.732362E+05
 y     2.490000E+05     2.588106E+05
 y     1.540000E+05     1.788352E+05
 y     4.900000E+05     6.247352E+05
 y     2.780000E+05     3.661823E+05
 y     2.330000E+05     2.091862E+05
 y     3.600000E+05     3.104230E+05
 y     1.970000E+05     2.278039E+05
 y     1.194000E+06     9.443442E+05
 y     2.350000E+05     2.461083E+05
 y     6.000000E+05     7.209928E+05
 y     5.300000E+05     4.026307E+05
 y     3.650000E+05     2.960973E+05
 y     2.070000E+05     1.762070E+05
 y     5.400000E+05     6.280678E+05
 y     2.590000E+05     3.158512E+05
 y     2.850000E+05     2.542431E+05
 y     1.550000E+05     1.775724E+05
 y     2.060000E+05     2.247820E+05
 y     3.550000E+05     3.523059E+05
 y     1.300000E+05     1.789738E+05
 y     2.570000E+05     2.309720E+05
 y     4.780000E+05     4.517356E+05
 y     3.950000E+05     3.274530E+05
 y     3.190000E+05     3.178124E+05
 y     4.500000E+05     5.866287E+05
 y     2.750000E+05     2.671349E+05
 y     5.600000E+05     5.314680E+05
 y     7.100000E+05     5.822214E+05
 y     2.690000E+05     2.972002E+05
 y     6.000000E+05     6.146962E+05
 y     4.400000E+05     2.710132E+05
 y     3.180000E+05     3.776243E+05
 y     2.890000E+05     2.082766E+05
 y     1.490000E+05     1.790972E+05
 y     1.750000E+05     2.457124E+05
 y     4.700000E+05     5.452475E+05
 y     1.630000E+05     1.831374E+05
 y     1.500000E+05     1.867579E+05
 y     1.199000E+06     9.729819E+05
 y     2.020000E+05     2.373937E+05
 y     2.320000E+05     2.094801E+05
 y     7.550000E+05     6.200094E+05
 y     1.300000E+05     1.831412E+05
 y     6.000000E+05     4.502884E+05
 y     2.250000E+05     2.838813E+05
 y     1.740000E+05     1.971620E+05
 y     3.820000E+05     4.794894E+05
 y     2.200000E+05     1.777561E+05
 y     2.980000E+05     3.404747E+05
 y     1.170000E+06     6.276493E+05
 y     2.310000E+05     2.522827E+05
 y     3.350000E+05     3.559469E+05
 y     4.390000E+05     4.001588E+05
 y     3.100000E+05     3.376951E+05
 y     2.800000E+05     3.033412E+05
 y     4.770000E+05     3.857298E+05
 y     7.990000E+05     5.238912E+05
 y     4.490000E+05     3.429262E+05
 y     3.800000E+05     3.427833E+05
 y     2.970000E+05     2.308241E+05
 y     1.550000E+05     2.001326E+05
 y     2.060000E+05     2.351324E+05
 y     1.750000E+05     2.368255E+05
 y     5.500000E+05     6.260150E+05
 y     2.270000E+05     2.080222E+05
 y     2.870000E+05     2.896227E+05
 y     2.050000E+05     2.317658E+05
 y     1.850000E+05     2.154329E+05
 y     3.140000E+05     3.277759E+05
 y     1.240000E+05     1.925994E+05
 y     2.520000E+05     3.740449E+05
 y     2.310000E+05     2.289423E+05
 y     3.270000E+05     3.475154E+05
 y     3.300000E+05     4.220279E+05
 y     2.290000E+05     2.571488E+05
 y     2.290000E+05     2.600275E+05
 y     1.690000E+05     2.462684E+05
 y     1.490000E+05     1.707783E+05
 y     8.090000E+05     5.581854E+05
 y     2.690000E+05     2.136729E+05
 y     1.023000E+06     8.401814E+05
 y     2.560000E+05     2.183427E+05
 y     2.690000E+05     3.221792E+05
 y     3.150000E+05     2.729573E+05
 y     2.500000E+05     2.539520E+05
 y     6.470000E+05     5.739323E+05
 y     1.920000E+05     2.055187E+05
 y     1.850000E+05     1.808613E+05
 y     2.450000E+05     3.087388E+05
 y     2.410000E+05     2.203805E+05
 y     1.690000E+05     2.198849E+05
 y     3.520000E+05     2.775077E+05
 y     3.620000E+05     4.032053E+05
 y     9.540000E+05     9.587553E+05
 y     2.260000E+05     2.684801E+05
 y     2.800000E+05     3.199617E+05
 y     2.810000E+05     3.404166E+05
 y     3.550000E+05     2.759708E+05
 y     1.660000E+05     2.368693E+05
 y     2.800000E+05     2.595195E+05
 y     2.750000E+05     3.075806E+05
 y     2.790000E+05     3.982475E+05
 y     5.850000E+05     7.074700E+05
 y     3.290000E+05     2.893853E+05
 y     3.800000E+05     3.065554E+05
 y     2.050000E+05     2.232325E+05
 y     4.540000E+05     3.515347E+05
 y     1.440000E+05     1.656148E+05
 y     2.780000E+05     3.538332E+05
 y     3.500000E+05     3.004833E+05
 y     2.350000E+05     2.494613E+05
 y     1.970000E+05     2.633622E+05
 y     2.020000E+05     1.775170E+05
 y     2.100000E+05     2.397170E+05
 y     1.610000E+05     2.304549E+05
 y     2.760000E+05     4.151830E+05
 y     1.900000E+05     2.725463E+05
 y     4.920000E+05     4.554188E+05
 y     2.850000E+05     3.621171E+05
 y     3.580000E+05     4.064412E+05
 y     1.680000E+05     1.908633E+05
 y     5.240000E+05     5.624013E+05
 y     4.850000E+05     4.922014E+05
 y     7.250000E+05     6.239120E+05
 y     2.400000E+05     2.782791E+05
 y     1.900000E+05     2.099990E+05
 y     2.480000E+05     2.606057E+05
 y     2.390000E+05     2.589123E+05
 y     3.300000E+05     3.552990E+05
 y     3.150000E+05     2.675295E+05
 y     1.199000E+06     9.237423E+05
 y     1.019000E+06     8.747968E+05
 y     3.760000E+05     3.526338E+05
 y     2.810000E+05     3.098198E+05
 y     1.790000E+05     2.094554E+05
 y     2.890000E+05     3.411714E+05
 y     4.150000E+05     2.935556E+05
 y     3.550000E+05     3.609960E+05
 y     8.460000E+05     7.720521E+05
 y     1.420000E+05     1.784673E+05
 y     2.330000E+05     2.414618E+05
 y     2.490000E+05     2.748182E+05
 y     3.870000E+05     4.631398E+05
 y     3.570000E+05     3.847081E+05
 y     1.155000E+06     9.050647E+05
 y     7.840000E+05     9.112101E+05
 y     2.590000E+05     2.595559E+05
 y     5.900000E+05     4.381438E+05
 y     2.800000E+05     2.824224E+05
 y     1.900000E+05     2.193667E+05
 y     3.110000E+05     3.463039E+05
 y     5.290000E+05     7.511878E+05
 y     4.290000E+05     4.362587E+05
 y     1.560000E+05     1.984907E+05
 y     2.000000E+05     3.565339E+05
 y     3.600000E+05     2.620035E+05
 y     4.090000E+05     3.412466E+05
 y     1.840000E+05     2.606439E+05
 y     2.600000E+05     2.771637E+05
 y     2.590000E+05     2.229429E+05
 y     3.820000E+05     2.289418E+05
 y     3.250000E+05     3.975549E+05
 y     2.790000E+05     2.650509E+05
 y     2.400000E+05     5.586075E+05
 y     3.870000E+05     3.866636E+05
 y     2.960000E+05     3.264785E+05
 y     2.590000E+05     3.009256E+05
 y     5.000000E+05     4.743707E+05
 y     3.550000E+05     3.454320E+05
 y     3.780000E+05     3.957538E+05
 y     4.470000E+05     3.217576E+05
 y     1.490000E+05     1.766951E+05
 y     6.110000E+05     5.714190E+05
 y     2.900000E+05     4.789309E+05
 y     1.290000E+05     1.790972E+05
 y     1.880000E+05     2.173596E+05
 y     2.980000E+05     3.235265E+05
 y     1.650000E+05     2.452161E+05
 y     1.590000E+05     2.120835E+05
 y     2.250000E+05     2.423852E+05
 y     1.700000E+05     1.966057E+05
 y     1.420000E+05     1.787814E+05
 y     1.940000E+05     1.929123E+05
 y     2.590000E+05     2.834222E+05
 y     6.150000E+05     5.762390E+05
 y     3.420000E+05     3.487348E+05
 y     3.290000E+05     3.168753E+05
 y     2.120000E+05     2.320576E+05
 y     1.850000E+05     2.112549E+05
 y     6.720000E+05     4.072693E+05
 y     9.430000E+05     9.496193E+05
 y     3.060000E+05     3.655336E+05
 y     2.880000E+05     2.597557E+05
 y     2.780000E+05     3.005746E+05
 y     6.560000E+05     4.632365E+05
 y     1.520000E+05     1.992900E+05
 y     2.700000E+05     3.082686E+05
 y     1.600000E+05     2.086350E+05
 y     2.000000E+05     2.801624E+05
 y     2.910000E+05     3.264941E+05
 y     1.880000E+05     2.601974E+05
 y     3.860000E+05     4.824870E+05
 y     3.400000E+05     3.167721E+05
 y     5.650000E+05     4.642530E+05
 y     3.100000E+05     3.339200E+05
 y     2.910000E+05     3.303049E+05
 y     2.810000E+05     3.088847E+05
 y     3.700000E+05     3.789429E+05
 y     2.780000E+05     2.534014E+05
 y     1.700000E+05     2.256186E+05
 y     2.540000E+05     2.788543E+05
 y     1.900000E+05     2.649643E+05
 y     3.040000E+05     3.053027E+05
 y     2.620000E+05     2.465522E+05
 y     1.960000E+05     3.093838E+05
 y     1.570000E+05     2.198849E+05
 y     3.590000E+05     3.168136E+05
 y     3.200000E+05     2.967694E+05
 y     2.700000E+05     2.592726E+05
 y     5.790000E+05     7.146542E+05
 y     1.840000E+05     2.827339E+05
 y     2.220000E+05     2.937616E+05
 y     1.650000E+05     2.005889E+05
 y     2.230000E+05     2.524676E+05
 y     2.670000E+05     2.994980E+05
 y     3.950000E+05     3.616371E+05
 y     2.670000E+05     4.017040E+05
 y     4.000000E+05     3.436053E+05
 y     2.190000E+05     2.292694E+05
 y     1.600000E+05     2.559979E+05
 y     2.750000E+05     2.960301E+05
 y     8.100000E+05     8.045104E+05
 y     2.350000E+05     2.620610E+05
 y     3.750000E+05     2.327116E+05
 y     2.830000E+05     2.737381E+05
 y     2.230000E+05     2.788039E+05
 y     3.400000E+05     2.726259E+05
 y     2.440000E+05     1.906885E+05
 y     1.199000E+06     5.364814E+05
 y     1.860000E+05     2.285470E+05
 y     2.310000E+05     2.695343E+05
 y     1.800000E+05     1.808613E+05
 y     1.199000E+06     9.704393E+05
 y     6.470000E+05     6.973098E+05
 y     1.590000E+05     1.749655E+05
 y     6.740000E+05     6.951824E+05
 y     4.750000E+05     3.366997E+05
 y     3.100000E+05     3.909069E+05
 y     3.200000E+05     2.350694E+05
 y     3.600000E+05     2.475233E+05
 y     2.290000E+05     2.141386E+05
 y     1.500000E+05     2.297075E+05
 y     4.700000E+05     5.936164E+05
 y     3.650000E+05     3.486044E+05
 y     2.090000E+05     2.777424E+05
 y     2.470000E+05     2.616795E+05
 y     6.250000E+05     6.085182E+05
 y     2.080000E+05     1.989159E+05
 y     1.600000E+05     1.637556E+05
 y     3.880000E+05     4.221121E+05
 y     2.060000E+05     2.402773E+05
 y     2.050000E+05     2.904460E+05
 y     2.320000E+05     3.045727E+05
 y     1.930000E+05     2.805474E+05
 y     2.090000E+05     2.048388E+05
 y     1.310000E+05     2.086030E+05
 y     1.400000E+05     1.687430E+05
 y     3.600000E+05     3.375662E+05
 y     2.900000E+05     3.159173E+05
 y     1.830000E+05     2.242308E+05
 y     1.240000E+05     1.742474E+05
 y     5.350000E+05     5.572350E+05
 y     1.860000E+05     2.156757E+05
 y     5.200000E+05     4.382628E+05
 y     2.510000E+05     2.508670E+05
 y     3.500000E+05     3.124372E+05
 y     1.550000E+05     1.783157E+05
 y     1.950000E+05     1.940772E+05
 y     1.700000E+05     2.068554E+05
 y     4.060000E+05     3.884704E+05
 y     1.500000E+05     1.774343E+05
 y     1.490000E+05     1.746193E+05
 y     1.930000E+05     2.317666E+05
 y     3.800000E+05     4.465106E+05
 y     2.650000E+05     2.872776E+05
 y     2.320000E+05     2.454189E+05
 y     2.570000E+05     3.136926E+05
 y     2.100000E+05     2.869134E+05
 y     1.630000E+05     2.503235E+05
 y     2.160000E+05     2.581464E+05
 y     2.410000E+05     2.214986E+05
